Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2,ConversionUSD
United States,Male,45,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,122000,USD,Scientist/Researcher,Fine,R,Yes,100% of projects,6,6,1
France,Male,35,Employed full-time,Technology,Doctoral degree,"Information technology, networking, or system administration",60,EUR,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,6,6,1.1304
United States,Male,31,Employed full-time,Academic,Doctoral degree,Biology,50000,USD,Scientist/Researcher,Perfectly,R,Yes,26-50% of projects,6,6,1
Germany,Male,41,Employed full-time,CRM/Marketing,Master's degree,Mathematics or statistics,90000,EUR,Statistician,Perfectly,R,Sort of (Explain more),76-99% of projects,9,9,1.1304
Brazil,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,Mathematics or statistics,85,BRL,Other,Perfectly,Python,Sort of (Explain more),76-99% of projects,9,9,0.3134
Other,Male,40,Employed full-time,Pharmaceutical,Doctoral degree,Biology,79000,GBP,Statistician,Fine,Python,Sort of (Explain more),100% of projects,7,7,1.289
Poland,Male,34,Employed full-time,Financial,Master's degree,Mathematics or statistics,144000,PLN,Business Analyst,Fine,R,Sort of (Explain more),10-25% of projects,7,7,0.2656
United States,Female,24,Employed full-time,Non-profit,Master's degree,A humanities discipline,70000,USD,Statistician,Fine,SAS,Sort of (Explain more),10-25% of projects,6,6,1
United States,Male,24,"Independent contractor, freelancer, or self-employed",Mix of fields,Master's degree,Mathematics or statistics,130000,USD,Scientist/Researcher,Poorly,Haskell,Yes,10-25% of projects,6,6,1
United States,Female,28,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Psychology,34000,USD,Scientist/Researcher,Perfectly,R,Yes,100% of projects,5,5,1
Pakistan,Male,27,Employed full-time,Insurance,Master's degree,Mathematics or statistics,1800000,PKR,Data Analyst,Fine,SQL,Yes,26-50% of projects,4,4,0.0095
United States,Male,38,Employed full-time,Other,Master's degree,Physics,300000,USD,Data Analyst,Fine,Python,Yes,51-75% of projects,8,8,1
United States,Male,27,Employed full-time,Academic,Bachelor's degree,Other,29000,USD,Scientist/Researcher,Fine,Python,Yes,76-99% of projects,8,8,1
Russia,Male,23,Employed full-time,Government,Bachelor's degree,Computer Science,35000,RUB,Programmer,Fine,Python,Yes,10-25% of projects,6,6,0.0172
Mexico,Male,37,Employed full-time,Manufacturing,Master's degree,"Information technology, networking, or system administration",500000,MXN,Data Analyst,Poorly,R,Yes,76-99% of projects,4,4,0.053
Australia,Male,40,Employed full-time,Government,Bachelor's degree,Physics,250000,AUD,Other,Poorly,R,Yes,100% of projects,7,7,0.7669
Netherlands,Male,35,"Independent contractor, freelancer, or self-employed",Internet-based,Master's degree,Electrical Engineering,95000,EUR,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,7,7,1.1304
United States,Male,59,Employed full-time,Other,Master's degree,A social science,83000,USD,Data Analyst,Fine,Python,Sort of (Explain more),Less than 10% of projects,7,7,1
Australia,Male,38,Employed full-time,CRM/Marketing,Master's degree,Psychology,115000,AUD,Scientist/Researcher,Fine,R,Sort of (Explain more),100% of projects,3,3,0.7669
Japan,Male,27,Employed full-time,Technology,Master's degree,Other,3600000,JPY,Engineer,Poorly,R,Sort of (Explain more),76-99% of projects,3,3,0.0089
United States,Male,54,Employed full-time,Mix of fields,Master's degree,Computer Science,180000,USD,Software Developer/Software Engineer,Fine,Python,Yes,51-75% of projects,8,8,1
Mexico,Male,34,Employed full-time,Academic,Doctoral degree,Computer Science,300000,MXN,Computer Scientist,Perfectly,Python,Sort of (Explain more),Less than 10% of projects,7,7,0.053
United States,Male,43,Employed full-time,Technology,Bachelor's degree,Computer Science,195000,USD,Software Developer/Software Engineer,Perfectly,Python,No,100% of projects,7,7,1
United States,Male,33,Employed full-time,Government,Bachelor's degree,A social science,112000,USD,Business Analyst,Fine,R,No,51-75% of projects,4,4,1
United States,Male,29,Employed full-time,Technology,Master's degree,Engineering (non-computer focused),100000,USD,Other,Fine,Python,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10,1
United States,Female,32,Employed full-time,Other,Master's degree,Engineering (non-computer focused),125000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),None,4,4,1
India,Male,36,Employed full-time,Financial,Master's degree,Computer Science,1700000,INR,Predictive Modeler,Fine,R,No,10-25% of projects,4,4,0.0154
United States,"Non-binary, genderqueer, or gender non-conforming",51,Employed full-time,Government,Bachelor's degree,Other,42000,USD,Other,Poorly,Python,Sort of (Explain more),51-75% of projects,5,5,1
United States,Male,50,Employed full-time,Technology,Master's degree,Electrical Engineering,155000,USD,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,8,8,1
Australia,Male,52,Employed full-time,Academic,Doctoral degree,Other,180000,AUD,Scientist/Researcher,Perfectly,R,No,26-50% of projects,7,7,0.7669
Japan,Male,49,Employed full-time,Mix of fields,Doctoral degree,Computer Science,4000000,JPY,Programmer,Poorly,Python,Yes,Less than 10% of projects,1 - Highly Dissatisfied,1,0.0089
Colombia,Male,22,Employed part-time,Academic,Bachelor's degree,Computer Science,14000000,COP,Software Developer/Software Engineer,Fine,Python,No,51-75% of projects,8,8,3e-4
United States,Male,42,Employed full-time,Insurance,Master's degree,Other,95000,USD,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,7,7,1
Russia,Female,45,Employed full-time,Academic,Doctoral degree,Physics,30000,RUB,Researcher,Fine,Python,Yes,100% of projects,7,7,0.0172
United States,Male,51,Employed full-time,Other,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",150000,USD,Programmer,Poorly,Python,Sort of (Explain more),51-75% of projects,9,9,1
India,Male,54,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),1400000,INR,Other,Perfectly,Python,Yes,10-25% of projects,3,3,0.0154
United States,Male,23,Employed full-time,Other,Bachelor's degree,A social science,50000,USD,Data Analyst,Perfectly,R,No,None,7,7,1
United States,Male,45,Employed full-time,Government,Doctoral degree,Electrical Engineering,100,USD,Computer Scientist,Perfectly,Python,Yes,26-50% of projects,10 - Highly Satisfied,10,1
Australia,Male,42,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Computer Science,105000,AUD,Other,Poorly,R,No,10-25% of projects,4,4,0.7669
Singapore,Male,40,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),140000,SGD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,6,6,0.7245
United States,Male,40,Employed full-time,Internet-based,Master's degree,Engineering (non-computer focused),2500000,USD,Business Analyst,Fine,Python,Yes,51-75% of projects,7,7,1
Brazil,Male,39,Employed full-time,Academic,Doctoral degree,Computer Science,150000,BRL,Computer Scientist,Fine,Python,Yes,Less than 10% of projects,7,7,0.3134
Brazil,Male,64,"Independent contractor, freelancer, or self-employed",Government,Doctoral degree,Electrical Engineering,65000,BRL,Business Analyst,Fine,Python,No,100% of projects,3,3,0.3134
United States,Male,36,Employed full-time,Insurance,Bachelor's degree,Electrical Engineering,91000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,4,4,1
Taiwan,Male,45,Employed full-time,Non-profit,Doctoral degree,Engineering (non-computer focused),42000,USD,Researcher,Fine,Other,Sort of (Explain more),76-99% of projects,3,3,1
Australia,Male,32,Employed full-time,Academic,Doctoral degree,Other,30000,AUD,Scientist/Researcher,Fine,Python,No,76-99% of projects,7,7,0.7669
Japan,Male,27,Employed part-time,Academic,Master's degree,Psychology,120,JPY,Scientist/Researcher,Fine,R,Yes,10-25% of projects,3,3,0.0089
United States,Male,22,Employed full-time,Financial,Bachelor's degree,Computer Science,200000,USD,Predictive Modeler,Fine,C/C++/C#,Sort of (Explain more),76-99% of projects,10 - Highly Satisfied,10,1
People 's Republic of China,Male,28,Employed full-time,Internet-based,Master's degree,Computer Science,400000,CNY,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,6,6,0.148
Japan,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,5500000,JPY,Software Developer/Software Engineer,Poorly,Python,No,51-75% of projects,3,3,0.0089
Taiwan,Male,45,Employed full-time,Technology,Master's degree,Computer Science,1500000,TWD,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,3,3,0.0329
India,Male,33,"Independent contractor, freelancer, or self-employed",Technology,Bachelor's degree,Computer Science,1850000,INR,Other,Fine,R,Sort of (Explain more),None,5,5,0.0154
Ukraine,Male,26,Employed full-time,Financial,Master's degree,Computer Science,24000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7,1
United States,Male,61,Employed full-time,Manufacturing,Bachelor's degree,Mathematics or statistics,85000,USD,Other,Poorly,SQL,Yes,100% of projects,4,4,1
People 's Republic of China,Male,34,Employed full-time,Academic,Doctoral degree,Computer Science,80000,CNY,Researcher,Fine,Python,Yes,Less than 10% of projects,6,6,0.148
Australia,Male,26,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),84000,AUD,Data Analyst,Poorly,Python,No,76-99% of projects,4,4,0.7669
Pakistan,A different identity,30,Employed part-time,Academic,Master's degree,Computer Science,50000,PKR,Other,Fine,Matlab,Yes,26-50% of projects,5,5,0.0095
India,Male,22,Employed full-time,Technology,Bachelor's degree,Computer Science,180000,INR,Data Analyst,Perfectly,SQL,No,51-75% of projects,7,7,0.0154
Philippines,Male,49,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),25000,USD,Computer Scientist,Perfectly,Matlab,Yes,10-25% of projects,1 - Highly Dissatisfied,1,1
India,Male,25,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",400000,INR,DBA/Database Engineer,Poorly,Python,Sort of (Explain more),26-50% of projects,2,2,0.0154
India,Female,23,Employed full-time,Technology,Bachelor's degree,Computer Science,350000,INR,Data Analyst,Perfectly,R,Sort of (Explain more),100% of projects,8,8,0.0154
India,Male,50,"Independent contractor, freelancer, or self-employed",Mix of fields,Master's degree,Mathematics or statistics,1800000,INR,Statistician,Fine,R,Sort of (Explain more),10-25% of projects,6,6,0.0154
United States,Male,30,Employed full-time,Manufacturing,Bachelor's degree,Computer Science,67000,USD,Data Analyst,Fine,Python,Sort of (Explain more),10-25% of projects,3,3,1
Japan,Male,41,Employed full-time,Academic,Doctoral degree,Physics,7500000,JPY,Scientist/Researcher,Fine,Python,No,Less than 10% of projects,7,7,0.0089
India,Female,32,Employed full-time,Technology,Master's degree,Mathematics or statistics,55000,INR,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,9,9,0.0154
Germany,Male,56,Employed full-time,Pharmaceutical,Master's degree,Mathematics or statistics,170000,EUR,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,6,6,1.1304
India,Female,37,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,450000,INR,Researcher,Fine,Python,Yes,26-50% of projects,3,3,0.0154
United States,Male,24,Employed full-time,Other,Bachelor's degree,Mathematics or statistics,80000,USD,DBA/Database Engineer,Fine,Python,Sort of (Explain more),26-50% of projects,9,9,1
Australia,Female,35,Employed full-time,Academic,Doctoral degree,Management information systems,110000,AUD,Scientist/Researcher,Fine,R,Yes,76-99% of projects,6,6,0.7669
Canada,Male,28,Employed full-time,Academic,Doctoral degree,Computer Science,12000,CAD,Computer Scientist,Fine,Python,Yes,Less than 10% of projects,7,7,0.7713
Russia,Male,30,Employed full-time,Financial,Master's degree,"Information technology, networking, or system administration",30000,USD,Predictive Modeler,Fine,Python,Yes,10-25% of projects,2,2,1
United States,Male,40,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Electrical Engineering,300000,USD,Software Developer/Software Engineer,Poorly,R,Sort of (Explain more),26-50% of projects,8,8,1
Pakistan,Female,42,Employed full-time,Academic,Master's degree,Computer Science,103500,PKR,Machine Learning Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,1 - Highly Dissatisfied,1,0.0095
France,Male,36,Employed full-time,Academic,Doctoral degree,Other,30000,EUR,Computer Scientist,Perfectly,Python,Yes,76-99% of projects,8,8,1.1304
India,Male,33,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),3500000,INR,Statistician,Poorly,Python,Yes,10-25% of projects,8,8,0.0154
People 's Republic of China,Male,26,Employed full-time,Financial,Bachelor's degree,Computer Science,400000,CNY,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,4,4,0.148
Australia,Male,40,Employed full-time,Retail,Master's degree,Other,150000,AUD,Business Analyst,Fine,SQL,Yes,100% of projects,5,5,0.7669
Belarus,Male,31,Employed full-time,Financial,Bachelor's degree,"Information technology, networking, or system administration",40000,USD,Other,Fine,R,No,76-99% of projects,7,7,1
Spain,Male,30,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",26000,EUR,Data Analyst,Fine,Python,No,100% of projects,6,6,1.1304
France,Male,27,Employed full-time,Academic,Master's degree,Mathematics or statistics,30000,EUR,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,7,7,1.1304
Finland,Male,53,Employed full-time,Academic,Master's degree,Physics,60000,EUR,Other,Fine,R,Yes,100% of projects,8,8,1.1304
Australia,Male,25,Employed full-time,Internet-based,Bachelor's degree,A social science,120000,AUD,Data Analyst,Fine,Python,Yes,51-75% of projects,8,8,0.7669
Germany,Male,27,Employed full-time,Other,Master's degree,Engineering (non-computer focused),65000,EUR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),100% of projects,6,6,1.1304
India,Female,27,Employed full-time,Mix of fields,Master's degree,Physics,0,INR,Other,Fine,Python,Sort of (Explain more),10-25% of projects,7,7,0.0154
Japan,Male,40,Employed full-time,Technology,Bachelor's degree,Computer Science,75000,USD,Data Analyst,Fine,Scala,No,10-25% of projects,5,5,1
Other,Male,50,Employed full-time,Academic,Doctoral degree,"Information technology, networking, or system administration",20000,EUR,Scientist/Researcher,Fine,SAS,Yes,26-50% of projects,8,8,1.1304
India,Male,41,Employed full-time,Mix of fields,Master's degree,Computer Science,3000000,INR,Researcher,Poorly,Python,Yes,76-99% of projects,3,3,0.0154
United Kingdom,Male,30,Employed full-time,Technology,Master's degree,Other,75000,GBP,Software Developer/Software Engineer,Fine,Python,No,100% of projects,6,6,1.289
India,Male,26,Employed full-time,Technology,Master's degree,Electrical Engineering,450000,INR,Machine Learning Engineer,Perfectly,Python,Yes,10-25% of projects,6,6,0.0154
